date,t,Tau_Motor,Tau_1,Tau_2,vel,encoder_count,mode,level,turn
10:4:25 - 27/11/2024,0.000,3.19,-28.77,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.110,3.20,-28.77,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.206,3.20,-28.77,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.308,3.20,-28.77,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.406,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.502,3.20,-28.77,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.609,3.20,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.740,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.834,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,0.964,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.032,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.137,3.20,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.247,3.18,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.384,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.478,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.580,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.685,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.788,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,1.930,3.22,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.037,3.22,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.131,3.22,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.241,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.341,3.20,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.475,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.579,3.20,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.688,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.785,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,2.921,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.027,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.127,3.18,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.232,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.340,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.435,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.538,3.18,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.680,3.19,-28.78,-13.93,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.779,3.19,-28.78,-13.94,0.00,0.00,Active,1,1
10:4:25 - 27/11/2024,3.897,3.19,-28.78,-13.94,0.00,5.00,Active,1,1
10:4:25 - 27/11/2024,3.992,3.19,-28.78,-13.93,1.94,18.00,Active,1,1
10:4:25 - 27/11/2024,4.097,3.30,-28.78,-13.93,4.59,40.00,Active,1,1
10:4:25 - 27/11/2024,4.200,3.30,-28.77,-13.98,5.11,60.00,Active,1,1
10:4:25 - 27/11/2024,4.321,3.47,-28.76,-14.08,4.72,80.00,Active,1,1
10:4:25 - 27/11/2024,4.414,3.47,-28.74,-14.21,3.70,95.00,Active,1,1
10:4:25 - 27/11/2024,4.519,3.45,-28.73,-14.33,5.01,119.00,Active,1,1
10:4:25 - 27/11/2024,4.628,3.45,-28.72,-14.45,7.88,156.00,Active,1,1
10:4:25 - 27/11/2024,4.748,3.45,-28.70,-14.60,11.84,218.00,Active,1,1
10:4:25 - 27/11/2024,4.962,3.62,-28.63,-14.79,16.32,355.00,Active,1,1
10:4:25 - 27/11/2024,5.011,3.60,-28.63,-14.79,16.32,385.00,Active,1,1
10:4:25 - 27/11/2024,5.075,3.60,-28.55,-15.38,14.94,421.00,Active,1,1
10:4:25 - 27/11/2024,5.167,3.60,-28.48,-15.68,11.96,468.00,Active,1,1
10:4:25 - 27/11/2024,5.299,3.60,-28.41,-15.92,9.48,512.00,Active,1,1
10:4:25 - 27/11/2024,5.410,3.37,-28.32,-16.08,7.74,546.00,Active,1,1
10:4:25 - 27/11/2024,5.519,3.37,-28.24,-16.21,7.58,579.00,Active,1,1
10:4:25 - 27/11/2024,5.627,3.37,-28.10,-16.37,8.50,618.00,Active,1,1
10:4:25 - 27/11/2024,5.736,3.42,-28.02,-16.44,10.34,663.00,Active,1,1
10:4:25 - 27/11/2024,5.928,3.48,-28.00,-16.51,11.97,766.00,Active,1,1
10:4:25 - 27/11/2024,5.997,3.48,-28.00,-16.51,14.18,809.00,Active,1,1
10:4:25 - 27/11/2024,6.078,3.50,-28.00,-16.51,16.27,863.00,Active,1,1
10:4:25 - 27/11/2024,6.186,3.50,-28.00,-16.51,17.08,936.00,Active,1,1
10:4:25 - 27/11/2024,6.259,3.50,-28.02,-16.65,17.08,985.00,Active,1,1
10:4:25 - 27/11/2024,6.373,3.50,-28.05,-16.63,16.99,1064.00,Active,1,1
10:4:25 - 27/11/2024,6.495,3.48,-28.07,-16.59,17.42,1155.00,Active,1,1
10:4:25 - 27/11/2024,6.607,3.48,-28.08,-16.53,18.78,1241.00,Active,1,1
10:4:25 - 27/11/2024,6.728,3.51,-28.10,-16.42,19.00,1329.00,Active,1,1
10:4:25 - 27/11/2024,6.837,3.51,-28.25,-16.23,18.35,1402.00,Active,1,1
10:4:25 - 27/11/2024,6.991,3.51,-28.25,-16.23,15.11,1497.00,Active,1,1
10:4:25 - 27/11/2024,7.035,3.41,-28.44,-15.59,15.11,1523.00,Active,1,1
10:4:25 - 27/11/2024,7.144,3.41,-28.53,-15.19,15.68,1597.00,Active,1,1
10:4:25 - 27/11/2024,7.260,3.41,-28.65,-14.23,18.51,1688.00,Active,1,1
10:4:25 - 27/11/2024,7.376,3.41,-28.65,-14.23,20.08,1784.00,Active,1,1
10:4:25 - 27/11/2024,7.494,3.47,-28.75,-13.10,20.51,1880.00,Active,1,1
10:4:25 - 27/11/2024,7.608,3.43,-28.75,-13.10,20.87,1975.00,Active,1,1
10:4:25 - 27/11/2024,7.686,3.43,-28.83,-12.72,21.37,2043.00,Active,1,1
10:4:25 - 27/11/2024,7.803,3.44,-28.86,-12.77,22.02,2149.00,Active,1,1
10:4:25 - 27/11/2024,7.957,3.44,-28.86,-12.77,23.77,2297.00,Active,1,1
10:4:25 - 27/11/2024,8.037,3.44,-28.85,-13.07,25.04,2377.00,Active,1,1
10:4:25 - 27/11/2024,8.117,3.44,-28.81,-13.37,25.04,2461.00,Active,1,1
10:4:25 - 27/11/2024,8.234,3.44,-28.77,-13.69,26.09,2593.00,Active,1,1
10:4:25 - 27/11/2024,8.351,3.44,-28.72,-14.01,28.41,2734.00,Active,1,1
10:4:25 - 27/11/2024,8.470,3.44,-28.65,-14.55,29.88,2866.00,Active,1,1
10:4:25 - 27/11/2024,8.551,3.44,-28.55,-15.22,27.38,2942.00,Active,1,1
10:4:25 - 27/11/2024,8.671,3.40,-28.36,-15.77,22.07,3038.00,Active,1,1
10:4:25 - 27/11/2024,8.786,3.40,-28.14,-16.14,18.78,3122.00,Active,1,1
10:4:25 - 27/11/2024,8.945,3.40,-28.14,-16.14,18.25,3242.00,Active,1,1
10:4:25 - 27/11/2024,9.003,3.40,-28.14,-16.14,19.15,3299.00,Active,1,1
10:4:25 - 27/11/2024,9.104,3.40,-28.04,-16.56,21.43,3376.00,Active,1,1
10:4:25 - 27/11/2024,9.221,3.50,-28.09,-16.55,23.56,3487.00,Active,1,1
10:4:25 - 27/11/2024,9.342,3.50,-28.13,-16.51,25.46,3614.00,Active,1,1
10:4:25 - 27/11/2024,9.459,3.50,-28.13,-16.42,25.46,3731.00,Active,1,1
10:4:25 - 27/11/2024,9.537,3.50,-28.16,-16.21,25.46,3799.00,Active,1,1
10:4:25 - 27/11/2024,9.662,3.35,-28.26,-15.84,22.07,3898.00,Active,1,1
10:4:25 - 27/11/2024,9.773,3.35,-28.39,-15.38,19.74,3985.00,Active,1,1
10:4:25 - 27/11/2024,9.934,3.35,-28.39,-15.38,19.57,4112.00,Active,1,1
10:4:25 - 27/11/2024,9.971,3.35,-28.39,-15.38,19.57,4142.00,Active,1,1
10:4:25 - 27/11/2024,10.102,3.39,-28.71,-13.56,20.20,4249.00,Active,1,1
10:4:25 - 27/11/2024,10.210,3.39,-28.76,-13.07,20.37,4337.00,Active,1,1
10:4:25 - 27/11/2024,10.347,3.38,-28.80,-12.82,21.43,4459.00,Active,1,1
10:4:25 - 27/11/2024,10.431,3.41,-28.84,-12.80,22.77,4538.00,Active,1,1
10:4:25 - 27/11/2024,10.529,3.41,-28.87,-12.98,24.81,4637.00,Active,1,1
10:4:25 - 27/11/2024,10.645,3.41,-28.85,-13.16,26.78,4762.00,Active,1,1
10:4:25 - 27/11/2024,10.778,3.48,-28.85,-13.16,28.44,4915.00,Active,1,1
10:4:25 - 27/11/2024,10.961,3.48,-28.85,-13.16,29.88,5132.00,Active,1,1
10:4:25 - 27/11/2024,10.998,3.48,-28.85,-13.16,28.83,5172.00,Active,1,1
10:4:25 - 27/11/2024,11.083,3.53,-28.48,-14.79,28.83,5259.00,Active,1,1
10:4:25 - 27/11/2024,11.200,3.49,-28.28,-15.44,25.46,5365.00,Active,1,1
10:4:25 - 27/11/2024,11.315,3.49,-28.08,-15.90,22.50,5462.00,Active,1,1
10:4:25 - 27/11/2024,11.404,3.44,-27.97,-16.20,21.43,5540.00,Active,1,1
10:4:25 - 27/11/2024,11.519,3.49,-27.90,-16.40,22.31,5649.00,Active,1,1
10:4:25 - 27/11/2024,11.631,3.49,-27.89,-16.52,24.41,5761.00,Active,1,1
10:4:25 - 27/11/2024,11.752,3.49,-27.91,-16.56,25.47,5883.00,Active,1,1
10:4:25 - 27/11/2024,11.911,3.49,-27.99,-16.54,25.04,6038.00,Active,1,1
10:4:25 - 27/11/2024,11.949,3.49,-27.99,-16.54,23.98,6073.00,Active,1,1
10:4:25 - 27/11/2024,12.069,3.44,-28.15,-16.38,20.62,6168.00,Active,1,1
10:4:25 - 27/11/2024,12.190,3.36,-28.20,-16.15,15.39,6237.00,Active,1,1
10:4:25 - 27/11/2024,12.267,3.36,-28.40,-15.46,15.39,6273.00,Active,1,1
10:4:25 - 27/11/2024,12.383,3.29,-28.47,-15.07,11.98,6336.00,Active,1,1
10:4:25 - 27/11/2024,12.502,3.28,-28.52,-14.72,14.22,6424.00,Active,1,1
10:4:25 - 27/11/2024,12.618,3.28,-28.59,-14.29,19.36,6539.00,Active,1,1
10:4:25 - 27/11/2024,12.739,3.28,-28.65,-13.71,25.25,6669.00,Active,1,1
10:4:25 - 27/11/2024,12.935,3.28,-28.71,-13.09,27.78,6888.00,Active,1,1
10:4:25 - 27/11/2024,12.977,3.28,-28.71,-13.09,27.78,6936.00,Active,1,1
10:4:25 - 27/11/2024,13.055,3.28,-28.85,-12.75,29.07,7031.00,Active,1,1
10:4:25 - 27/11/2024,13.178,3.48,-28.85,-12.89,30.30,7182.00,Active,1,1
10:4:25 - 27/11/2024,13.254,3.48,-28.82,-13.15,30.72,7276.00,Active,1,1
10:4:25 - 27/11/2024,13.373,3.48,-28.78,-13.45,30.56,7418.00,Active,1,1
10:4:25 - 27/11/2024,13.499,3.55,-28.72,-13.74,28.20,7557.00,Active,1,1
10:4:25 - 27/11/2024,13.609,3.55,-28.64,-14.31,26.32,7673.00,Active,1,1
10:4:25 - 27/11/2024,13.686,3.55,-28.33,-15.63,26.32,7752.00,Active,1,1
10:4:25 - 27/11/2024,13.816,3.64,-28.33,-15.63,25.67,7875.00,Active,1,1
10:4:25 - 27/11/2024,13.963,3.64,-28.33,-15.63,22.43,8006.00,Active,1,1
10:4:25 - 27/11/2024,14.044,3.64,-27.97,-16.30,22.43,8076.00,Active,1,1
10:4:25 - 27/11/2024,14.119,3.64,-27.90,-16.52,21.86,8142.00,Active,1,1
10:4:25 - 27/11/2024,14.240,3.57,-27.97,-16.52,21.70,8250.00,Active,1,1
10:4:25 - 27/11/2024,14.360,3.57,-28.01,-16.50,22.92,8365.00,Active,1,1
10:4:25 - 27/11/2024,14.489,3.56,-28.06,-16.46,25.68,8502.00,Active,1,1
10:4:25 - 27/11/2024,14.555,3.56,-28.11,-16.36,27.16,8574.00,Active,1,1
10:4:25 - 27/11/2024,14.675,3.56,-28.19,-16.13,26.30,8699.00,Active,1,1
10:4:25 - 27/11/2024,14.795,3.56,-28.31,-15.68,23.99,8813.00,Active,1,1
10:4:25 - 27/11/2024,14.953,3.37,-28.31,-15.68,24.19,8970.00,Active,1,1
10:4:25 - 27/11/2024,14.992,3.37,-28.67,-14.26,24.19,9012.00,Active,1,1
10:4:25 - 27/11/2024,15.110,3.37,-28.73,-13.46,26.51,9142.00,Active,1,1
10:4:25 - 27/11/2024,15.230,3.46,-28.79,-12.87,27.80,9278.00,Active,1,1
10:4:25 - 27/11/2024,15.349,3.51,-28.87,-12.82,28.20,9411.00,Active,1,1
10:4:25 - 27/11/2024,15.473,3.51,-28.87,-12.82,28.20,9562.00,Active,1,1
10:4:25 - 27/11/2024,15.548,3.48,-28.84,-13.21,30.51,9655.00,Active,1,1
10:4:25 - 27/11/2024,15.664,3.48,-28.84,-13.21,31.89,9800.00,Active,1,1
10:4:25 - 27/11/2024,15.781,3.48,-28.74,-13.81,29.67,9930.00,Active,1,1
10:4:25 - 27/11/2024,15.941,3.47,-28.74,-13.81,25.24,10078.00,Active,1,1
10:4:25 - 27/11/2024,16.023,3.47,-28.74,-13.81,22.47,10152.00,Active,1,1
10:4:25 - 27/11/2024,16.105,3.47,-28.43,-15.68,22.56,10225.00,Active,1,1
10:4:25 - 27/11/2024,16.233,3.45,-28.31,-16.01,22.78,10344.00,Active,1,1
10:4:25 - 27/11/2024,16.308,3.45,-28.20,-16.26,22.78,10418.00,Active,1,1
10:4:25 - 27/11/2024,16.427,3.45,-28.15,-16.46,25.04,10545.00,Active,1,1
10:4:25 - 27/11/2024,16.561,3.45,-28.16,-16.55,26.89,10688.00,Active,1,1
10:4:25 - 27/11/2024,16.631,3.45,-28.22,-16.55,26.44,10762.00,Active,1,1
10:4:25 - 27/11/2024,16.754,3.45,-28.32,-16.52,26.51,10893.00,Active,1,1
10:4:25 - 27/11/2024,16.918,3.40,-28.32,-16.52,26.70,11060.00,Active,1,1
10:4:25 - 27/11/2024,16.997,3.40,-28.32,-16.52,25.04,11138.00,Active,1,1
10:4:25 - 27/11/2024,17.079,3.40,-28.78,-15.22,24.83,11220.00,Active,1,1
10:4:25 - 27/11/2024,17.203,3.40,-28.88,-14.46,24.63,11340.00,Active,1,1
10:4:25 - 27/11/2024,17.322,3.46,-28.96,-13.64,24.63,11460.00,Active,1,1
10:4:25 - 27/11/2024,17.403,3.46,-29.02,-13.01,24.63,11541.00,Active,1,1
10:4:25 - 27/11/2024,17.525,3.46,-29.08,-12.73,25.25,11670.00,Active,1,1
10:4:25 - 27/11/2024,17.643,3.50,-29.12,-12.76,26.48,11800.00,Active,1,1
10:4:25 - 27/11/2024,17.735,3.51,-29.14,-12.88,28.38,11909.00,Active,1,1
10:4:25 - 27/11/2024,17.931,3.51,-29.14,-13.07,31.61,12154.00,Active,1,1
10:4:25 - 27/11/2024,17.967,3.51,-29.14,-13.07,31.61,12201.00,Active,1,1
10:4:25 - 27/11/2024,18.052,3.51,-29.01,-13.55,31.91,12307.00,Active,1,1
10:4:25 - 27/11/2024,18.172,3.51,-28.91,-14.08,27.96,12438.00,Active,1,1
10:4:25 - 27/11/2024,18.293,3.53,-28.75,-14.86,24.22,12554.00,Active,1,1
10:4:25 - 27/11/2024,18.420,3.40,-28.50,-15.52,23.18,12670.00,Active,1,1
10:4:25 - 27/11/2024,18.498,3.40,-28.32,-15.94,23.18,12740.00,Active,1,1
10:4:25 - 27/11/2024,18.622,3.43,-28.32,-15.94,22.77,12851.00,Active,1,1
10:4:25 - 27/11/2024,18.741,3.44,-28.19,-16.50,22.37,12958.00,Active,1,1
10:4:25 - 27/11/2024,18.906,3.44,-28.19,-16.50,22.58,13108.00,Active,1,1
10:4:25 - 27/11/2024,18.951,3.45,-28.19,-16.50,22.58,13148.00,Active,1,1
10:4:25 - 27/11/2024,19.067,3.46,-28.33,-16.45,22.99,13255.00,Active,1,1
10:4:25 - 27/11/2024,19.147,3.46,-28.41,-16.34,22.97,13329.00,Active,1,1
10:4:25 - 27/11/2024,19.248,3.48,-28.49,-16.11,23.60,13436.00,Active,1,1
10:4:25 - 27/11/2024,19.402,3.47,-28.60,-15.78,27.00,13592.00,Active,1,1
10:4:25 - 27/11/2024,19.471,3.47,-28.73,-15.31,27.00,13664.00,Active,1,1
10:4:25 - 27/11/2024,19.600,3.53,-28.85,-14.52,26.78,13791.00,Active,1,1
10:4:25 - 27/11/2024,19.717,3.45,-28.95,-13.65,24.43,13904.00,Active,1,1
10:4:25 - 27/11/2024,19.922,3.43,-29.02,-13.00,26.08,14121.00,Active,1,1
10:4:25 - 27/11/2024,19.997,3.43,-29.02,-13.00,27.92,14206.00,Active,1,1
10:4:25 - 27/11/2024,20.041,3.43,-29.12,-12.78,27.92,14259.00,Active,1,1
10:4:25 - 27/11/2024,20.162,3.43,-29.15,-12.92,30.63,14412.00,Active,1,1
10:4:25 - 27/11/2024,20.248,3.48,-29.13,-13.14,33.05,14530.00,Active,1,1
10:4:25 - 27/11/2024,20.364,3.52,-29.02,-13.56,33.05,14677.00,Active,1,1
10:4:25 - 27/11/2024,20.486,3.52,-28.93,-14.12,26.68,14802.00,Active,1,1
10:4:25 - 27/11/2024,20.575,3.52,-28.79,-14.96,26.68,14873.00,Active,1,1
10:4:25 - 27/11/2024,20.688,3.29,-28.59,-15.57,20.36,14954.00,Active,1,1
10:4:25 - 27/11/2024,20.810,3.29,-28.41,-15.90,17.74,15046.00,Active,1,1
10:4:25 - 27/11/2024,20.974,3.38,-28.41,-15.90,22.14,15191.00,Active,1,1
10:4:25 - 27/11/2024,21.011,3.38,-28.21,-16.32,22.14,15226.00,Active,1,1
10:4:25 - 27/11/2024,21.135,3.38,-28.18,-16.46,25.04,15358.00,Active,1,1
10:4:25 - 27/11/2024,21.260,3.38,-28.24,-16.53,27.53,15499.00,Active,1,1
10:4:25 - 27/11/2024,21.338,3.54,-28.34,-16.51,29.15,15593.00,Active,1,1
10:4:25 - 27/11/2024,21.458,3.54,-28.41,-16.48,30.79,15741.00,Active,1,1
10:4:25 - 27/11/2024,21.578,3.54,-28.45,-16.40,30.17,15885.00,Active,1,1
10:4:25 - 27/11/2024,21.671,3.47,-28.65,-15.53,30.17,15982.00,Active,1,1
10:4:25 - 27/11/2024,21.781,3.47,-28.65,-15.53,26.46,16083.00,Active,1,1
10:4:25 - 27/11/2024,21.947,3.47,-28.65,-15.53,22.35,16230.00,Active,1,1
10:4:25 - 27/11/2024,21.992,3.31,-28.99,-12.82,22.35,16271.00,Active,1,1
10:4:25 - 27/11/2024,22.109,3.37,-29.05,-12.43,23.19,16384.00,Active,1,1
10:4:25 - 27/11/2024,22.227,3.37,-29.13,-12.42,25.45,16512.00,Active,1,1
10:4:25 - 27/11/2024,22.312,3.37,-29.15,-12.54,27.09,16604.00,Active,1,1
10:4:25 - 27/11/2024,22.431,3.37,-29.15,-12.67,28.74,16744.00,Active,1,1
10:4:25 - 27/11/2024,22.555,3.37,-29.12,-12.83,32.43,16907.00,Active,1,1
10:4:25 - 27/11/2024,22.685,3.57,-29.12,-12.83,34.22,17080.00,Active,1,1
10:4:25 - 27/11/2024,22.755,3.57,-29.00,-13.35,34.22,17165.00,Active,1,1
10:4:25 - 27/11/2024,22.923,3.47,-29.00,-13.35,27.71,17351.00,Active,1,1
10:4:25 - 27/11/2024,22.997,3.47,-29.00,-13.35,27.71,17429.00,Active,1,1
10:4:25 - 27/11/2024,23.076,3.47,-28.41,-15.81,26.07,17506.00,Active,1,1
10:4:25 - 27/11/2024,23.203,3.47,-28.22,-16.17,24.43,17630.00,Active,1,1
10:4:25 - 27/11/2024,23.330,3.47,-28.03,-16.41,24.63,17754.00,Active,1,1
10:4:25 - 27/11/2024,23.407,3.47,-28.06,-16.52,24.62,17830.00,Active,1,1
10:4:25 - 27/11/2024,23.529,3.54,-28.18,-16.51,24.84,17951.00,Active,1,1
10:4:25 - 27/11/2024,23.652,3.57,-28.22,-16.47,25.04,18074.00,Active,1,1
10:4:25 - 27/11/2024,23.771,3.61,-28.22,-16.47,24.43,18190.00,Active,2,2
10:4:25 - 27/11/2024,23.950,3.62,-28.22,-16.47,24.66,18355.00,Active,2,2
10:4:25 - 27/11/2024,23.981,3.62,-28.58,-15.54,24.66,18376.00,Active,2,2
10:4:25 - 27/11/2024,24.052,3.62,-28.75,-14.94,19.11,18431.00,Active,2,2
10:4:25 - 27/11/2024,24.176,3.75,-28.96,-14.16,19.82,18527.00,Active,2,2
10:4:25 - 27/11/2024,24.298,3.75,-29.01,-13.40,18.83,18617.00,Active,2,2
10:4:25 - 27/11/2024,24.418,4.53,-29.06,-12.89,18.88,18711.00,Active,2,2
10:4:25 - 27/11/2024,24.501,4.53,-29.10,-12.62,20.32,18781.00,Active,2,2
10:4:25 - 27/11/2024,24.625,4.53,-29.13,-12.52,22.78,18896.00,Active,2,2
10:4:25 - 27/11/2024,24.744,4.53,-29.15,-12.57,24.21,19010.00,Active,2,2
10:4:25 - 27/11/2024,24.904,4.53,-29.15,-12.68,22.78,19155.00,Active,2,2
10:4:25 - 27/11/2024,24.953,4.98,-29.15,-12.68,22.78,19197.00,Active,2,2
10:4:25 - 27/11/2024,25.071,4.89,-29.07,-13.23,21.76,19291.00,Active,2,2
10:4:25 - 27/11/2024,25.190,4.89,-29.03,-13.67,20.07,19383.00,Active,2,2
10:4:25 - 27/11/2024,25.278,4.69,-28.94,-14.20,19.29,19457.00,Active,2,2
10:4:25 - 27/11/2024,25.395,4.69,-28.87,-14.78,21.76,19565.00,Active,2,2
10:4:25 - 27/11/2024,25.474,4.69,-28.77,-15.30,23.80,19641.00,Active,2,2
10:4:25 - 27/11/2024,25.595,4.69,-28.61,-15.74,24.22,19758.00,Active,2,2
10:4:25 - 27/11/2024,25.716,1.14,-28.40,-16.08,23.60,19871.00,Active,2,2
10:4:25 - 27/11/2024,25.907,1.14,-28.20,-16.34,22.56,20037.00,Active,2,2
10:4:25 - 27/11/2024,25.942,1.14,-28.20,-16.34,21.37,20067.00,Active,2,2
10:4:25 - 27/11/2024,26.066,4.84,-28.10,-16.57,21.55,20176.00,Active,2,2
10:4:25 - 27/11/2024,26.144,4.84,-28.18,-16.56,21.55,20248.00,Active,2,2
10:4:25 - 27/11/2024,26.269,4.84,-28.23,-16.53,22.94,20361.00,Active,2,2
10:4:25 - 27/11/2024,26.390,4.84,-28.34,-16.49,22.97,20470.00,Active,2,2
10:4:25 - 27/11/2024,26.468,4.84,-28.42,-16.40,22.37,20539.00,Active,2,2
10:4:25 - 27/11/2024,26.593,4.84,-28.68,-15.85,21.96,20647.00,Active,2,2
10:4:25 - 27/11/2024,26.717,4.82,-28.68,-15.85,22.14,20764.00,Active,2,2
