date,t,Tau_Motor,Tau_1,Tau_2,vel,encoder_count,mode,level,turn
10:4:25 - 27/11/2024,26.911,4.78,-28.80,-15.40,27.71,20977.00,Active,2,2
10:4:25 - 27/11/2024,26.965,4.78,-28.80,-15.40,27.71,21033.00,Active,2,2
10:4:25 - 27/11/2024,27.038,4.78,-28.80,-15.40,25.25,21104.00,Active,2,2
10:4:25 - 27/11/2024,27.120,4.78,-29.09,-12.57,25.25,21182.00,Active,2,2
10:4:25 - 27/11/2024,27.243,5.01,-29.17,-12.46,24.01,21300.00,Active,2,2
10:4:25 - 27/11/2024,27.368,5.00,-29.17,-12.54,24.02,21421.00,Active,2,2
10:4:25 - 27/11/2024,27.483,5.00,-29.16,-12.67,24.63,21532.00,Active,2,2
10:4:25 - 27/11/2024,27.564,5.00,-29.13,-12.83,24.02,21606.00,Active,2,2
10:4:25 - 27/11/2024,27.686,5.00,-29.08,-13.08,21.14,21700.00,Active,2,2
10:4:25 - 27/11/2024,27.806,4.99,-29.04,-13.53,17.97,21782.00,Active,2,2
10:4:25 - 27/11/2024,27.970,4.99,-29.04,-13.53,17.11,21902.00,Active,2,2
10:4:25 - 27/11/2024,28.011,4.99,-29.04,-13.53,19.25,21937.00,Active,2,2
10:4:25 - 27/11/2024,28.133,4.42,-29.04,-13.53,23.39,22053.00,Active,2,2
10:4:25 - 27/11/2024,28.216,4.42,-28.71,-15.81,23.39,22138.00,Active,2,2
10:4:25 - 27/11/2024,28.336,4.42,-28.31,-16.15,25.25,22250.00,Active,2,2
10:4:25 - 27/11/2024,28.456,5.09,-28.31,-16.15,23.19,22356.00,Active,2,2
10:4:25 - 27/11/2024,28.541,5.09,-28.11,-16.49,21.55,22427.00,Active,2,2
10:4:25 - 27/11/2024,28.668,4.75,-28.19,-16.53,20.73,22529.00,Active,2,2
10:4:25 - 27/11/2024,28.782,4.67,-28.28,-16.52,19.91,22621.00,Active,2,2
10:4:25 - 27/11/2024,28.942,4.67,-28.28,-16.52,20.45,22750.00,Active,2,2
10:4:25 - 27/11/2024,28.987,4.67,-28.28,-16.52,20.32,22787.00,Active,2,2
10:4:25 - 27/11/2024,29.112,4.66,-28.44,-16.38,19.91,22884.00,Active,2,2
10:4:25 - 27/11/2024,29.232,4.66,-28.49,-16.24,18.88,22976.00,Active,2,2
10:4:25 - 27/11/2024,29.309,4.66,-28.57,-16.02,18.88,23040.00,Active,2,2
10:4:25 - 27/11/2024,29.433,4.55,-28.79,-15.69,20.53,23151.00,Active,2,2
10:4:25 - 27/11/2024,29.552,4.55,-28.88,-15.21,22.37,23262.00,Active,2,2
10:4:25 - 27/11/2024,29.633,4.55,-28.95,-14.55,24.00,23341.00,Active,2,2
10:4:25 - 27/11/2024,29.761,5.04,-29.01,-13.74,24.84,23471.00,Active,2,2
10:4:25 - 27/11/2024,29.915,5.04,-29.01,-13.74,25.46,23626.00,Active,2,2
10:4:25 - 27/11/2024,29.962,5.04,-29.16,-12.40,25.04,23672.00,Active,2,2
10:4:25 - 27/11/2024,30.085,5.20,-29.18,-12.53,24.43,23793.00,Active,2,2
10:4:25 - 27/11/2024,30.201,5.20,-29.17,-12.67,24.83,23908.00,Active,2,2
10:4:25 - 27/11/2024,30.330,5.12,-29.11,-12.87,25.04,24036.00,Active,2,2
10:4:25 - 27/11/2024,30.410,5.12,-29.06,-13.14,25.04,24111.00,Active,2,2
10:4:25 - 27/11/2024,30.525,5.12,-29.01,-13.55,23.39,24206.00,Active,2,2
10:4:25 - 27/11/2024,30.647,5.12,-28.94,-14.18,20.73,24309.00,Active,2,2
10:4:25 - 27/11/2024,30.728,5.12,-28.87,-14.82,21.35,24380.00,Active,2,2
10:4:25 - 27/11/2024,30.933,4.77,-28.87,-14.82,21.65,24556.00,Active,2,2
10:4:25 - 27/11/2024,30.969,4.77,-28.87,-14.82,21.65,24587.00,Active,2,2
10:4:25 - 27/11/2024,31.095,4.79,-28.39,-16.09,20.94,24693.00,Active,2,2
10:4:25 - 27/11/2024,31.173,4.79,-28.18,-16.31,21.55,24761.00,Active,2,2
10:4:25 - 27/11/2024,31.297,4.79,-28.04,-16.43,22.14,24870.00,Active,2,2
10:4:25 - 27/11/2024,31.378,4.79,-28.06,-16.49,22.14,24939.00,Active,2,2
10:4:25 - 27/11/2024,31.499,4.80,-28.29,-16.48,21.55,25036.00,Active,2,2
10:4:25 - 27/11/2024,31.629,4.72,-28.33,-16.46,19.70,25137.00,Active,2,2
10:4:25 - 27/11/2024,31.752,4.62,-28.37,-16.41,19.34,25225.00,Active,2,2
10:4:25 - 27/11/2024,31.903,4.62,-28.37,-16.41,18.99,25343.00,Active,2,2
10:4:25 - 27/11/2024,31.945,4.62,-28.37,-16.41,18.99,25381.00,Active,2,2
10:4:25 - 27/11/2024,32.087,4.63,-28.63,-15.89,24.22,25537.00,Active,2,2
10:4:25 - 27/11/2024,32.170,4.95,-28.76,-15.44,29.19,25636.00,Active,2,2
10:4:25 - 27/11/2024,32.270,4.95,-28.87,-14.69,28.89,25747.00,Active,2,2
10:4:25 - 27/11/2024,32.392,4.95,-28.97,-13.66,26.90,25877.00,Active,2,2
10:4:25 - 27/11/2024,32.519,5.39,-29.10,-12.71,26.89,26014.00,Active,2,2
10:4:25 - 27/11/2024,32.594,5.39,-29.14,-12.29,26.89,26094.00,Active,2,2
10:4:25 - 27/11/2024,32.718,5.34,-29.17,-12.37,26.27,26220.00,Active,2,2
10:4:25 - 27/11/2024,32.877,5.30,-29.17,-12.53,24.83,26378.00,Active,2,2
10:4:25 - 27/11/2024,32.959,5.30,-29.17,-12.53,24.83,26455.00,Active,2,2
10:4:25 - 27/11/2024,33.040,5.30,-29.11,-12.86,23.60,26526.00,Active,2,2
10:4:25 - 27/11/2024,33.167,5.05,-29.06,-13.18,21.32,26634.00,Active,2,2
10:4:25 - 27/11/2024,33.244,5.05,-28.96,-14.46,22.17,26704.00,Active,2,2
10:4:25 - 27/11/2024,33.373,5.05,-28.80,-15.08,23.60,26826.00,Active,2,2
10:4:25 - 27/11/2024,33.488,4.94,-28.66,-15.59,23.83,26937.00,Active,2,2
10:4:25 - 27/11/2024,33.569,5.04,-28.46,-15.98,23.83,27013.00,Active,2,2
10:4:25 - 27/11/2024,33.688,5.04,-28.25,-16.26,23.58,27123.00,Active,2,2
10:4:25 - 27/11/2024,33.893,4.97,-28.09,-16.44,22.78,27308.00,Active,2,2
10:4:25 - 27/11/2024,33.973,4.97,-28.09,-16.44,21.76,27377.00,Active,2,2
10:4:25 - 27/11/2024,34.015,4.97,-28.11,-16.56,21.76,27413.00,Active,2,2
10:4:25 - 27/11/2024,34.138,4.97,-28.17,-16.54,21.35,27520.00,Active,2,2
10:4:25 - 27/11/2024,34.257,4.84,-28.21,-16.51,21.96,27625.00,Active,2,2
10:4:25 - 27/11/2024,34.337,4.84,-28.24,-16.44,21.35,27692.00,Active,2,2
10:4:25 - 27/11/2024,34.460,4.89,-28.30,-16.30,20.28,27790.00,Active,2,2
10:4:25 - 27/11/2024,34.577,4.89,-28.62,-16.04,21.32,27890.00,Active,2,2
10:4:25 - 27/11/2024,34.674,4.84,-28.86,-15.24,21.32,27977.00,Active,2,2
10:4:25 - 27/11/2024,34.784,4.84,-28.93,-14.59,22.28,28077.00,Active,2,2
10:4:25 - 27/11/2024,34.946,5.06,-28.93,-14.59,23.60,28232.00,Active,2,2
10:4:25 - 27/11/2024,35.025,5.06,-28.93,-14.59,23.60,28310.00,Active,2,2
10:4:25 - 27/11/2024,35.116,5.20,-29.11,-12.66,24.63,28401.00,Active,2,2
10:4:25 - 27/11/2024,35.229,5.20,-29.15,-12.57,24.83,28511.00,Active,2,2
10:4:25 - 27/11/2024,35.314,5.20,-29.17,-12.65,24.02,28590.00,Active,2,2
10:4:25 - 27/11/2024,35.434,5.20,-29.17,-12.74,22.35,28695.00,Active,2,2
10:4:25 - 27/11/2024,35.555,5.25,-29.12,-12.80,21.55,28800.00,Active,2,2
10:4:25 - 27/11/2024,35.636,5.25,-29.08,-12.92,21.55,28867.00,Active,2,2
10:4:25 - 27/11/2024,35.755,5.00,-29.04,-13.26,20.73,28964.00,Active,2,2
10:4:25 - 27/11/2024,35.963,4.83,-29.04,-13.26,21.73,29146.00,Active,2,2
10:4:25 - 27/11/2024,36.007,4.87,-29.04,-13.26,21.73,29187.00,Active,2,2
10:4:25 - 27/11/2024,36.082,4.87,-28.89,-14.92,22.99,29258.00,Active,2,2
10:4:25 - 27/11/2024,36.207,4.96,-28.80,-15.43,24.21,29381.00,Active,2,2
10:4:25 - 27/11/2024,36.325,4.96,-28.66,-15.85,24.63,29497.00,Active,2,2
10:4:25 - 27/11/2024,36.407,4.96,-27.99,-16.43,24.84,29578.00,Active,2,2
10:4:25 - 27/11/2024,36.530,4.96,-27.89,-16.57,23.40,29692.00,Active,2,2
10:4:25 - 27/11/2024,36.650,4.96,-27.95,-16.60,22.35,29799.00,Active,2,2
10:4:25 - 27/11/2024,36.731,4.98,-28.04,-16.58,22.35,29873.00,Active,2,2
10:4:25 - 27/11/2024,36.934,4.85,-28.04,-16.58,21.35,30043.00,Active,2,2
10:4:25 - 27/11/2024,36.978,4.85,-28.21,-16.47,21.35,30076.00,Active,2,2
10:4:25 - 27/11/2024,37.056,4.85,-28.31,-16.32,19.45,30135.00,Active,2,2
10:4:25 - 27/11/2024,37.184,4.85,-28.45,-16.10,19.50,30243.00,Active,2,2
10:4:25 - 27/11/2024,37.300,4.85,-28.61,-15.79,21.96,30346.00,Active,2,2
10:4:25 - 27/11/2024,37.424,4.85,-28.76,-15.33,22.97,30460.00,Active,2,2
10:4:25 - 27/11/2024,37.504,4.85,-28.87,-14.65,22.78,30535.00,Active,2,2
10:4:25 - 27/11/2024,37.623,4.85,-29.01,-13.80,22.99,30645.00,Active,2,2
10:4:25 - 27/11/2024,37.749,4.96,-29.07,-12.99,23.81,30765.00,Active,2,2
10:4:25 - 27/11/2024,37.918,4.99,-29.07,-12.99,25.25,30936.00,Active,2,2
10:4:25 - 27/11/2024,37.951,4.99,-29.07,-12.99,25.25,30970.00,Active,2,2
10:4:25 - 27/11/2024,38.070,4.99,-29.18,-12.50,25.66,31084.00,Active,2,2
10:4:25 - 27/11/2024,38.155,5.17,-29.14,-12.74,23.60,31160.00,Active,2,2
10:4:25 - 27/11/2024,38.270,5.08,-29.10,-12.85,22.17,31261.00,Active,2,2
10:4:25 - 27/11/2024,38.395,5.08,-29.07,-13.11,20.94,31363.00,Active,2,2
10:4:25 - 27/11/2024,38.514,5.08,-29.07,-13.11,20.94,31469.00,Active,2,2
10:4:25 - 27/11/2024,38.597,4.84,-28.93,-14.30,23.82,31550.00,Active,2,2
10:4:25 - 27/11/2024,38.719,4.84,-28.84,-14.97,25.04,31670.00,Active,2,2
10:4:25 - 27/11/2024,38.891,5.15,-28.71,-15.54,23.81,31834.00,Active,2,2
10:4:25 - 27/11/2024,38.966,5.15,-28.71,-15.54,23.48,31904.00,Active,2,2
10:4:25 - 27/11/2024,39.044,5.15,-28.28,-16.26,23.48,31978.00,Active,2,2
10:4:25 - 27/11/2024,39.162,5.15,-28.07,-16.47,23.75,32089.00,Active,2,2
10:4:25 - 27/11/2024,39.254,5.00,-27.96,-16.58,23.19,32170.00,Active,2,2
10:4:25 - 27/11/2024,39.366,4.97,-27.99,-16.59,21.55,32264.00,Active,2,2
10:4:25 - 27/11/2024,39.490,4.97,-28.06,-16.57,21.29,32367.00,Active,2,2
10:4:25 - 27/11/2024,39.612,4.97,-28.20,-16.54,20.53,32465.00,Active,2,2
10:4:25 - 27/11/2024,39.689,4.75,-28.39,-16.32,19.50,32524.00,Active,2,2
10:4:25 - 27/11/2024,39.909,4.59,-28.39,-16.32,18.88,32700.00,Active,2,2
10:4:25 - 27/11/2024,39.975,4.59,-28.39,-16.32,21.16,32758.00,Active,2,2
10:4:25 - 27/11/2024,40.016,4.59,-28.83,-15.26,21.16,32797.00,Active,2,2
10:4:25 - 27/11/2024,40.139,4.59,-28.92,-14.59,22.65,32918.00,Active,2,2
10:4:25 - 27/11/2024,40.258,4.59,-28.99,-13.75,25.25,33043.00,Active,2,2
10:4:25 - 27/11/2024,40.339,4.59,-29.05,-12.91,26.49,33129.00,Active,2,2
10:4:25 - 27/11/2024,40.463,4.59,-29.10,-12.37,26.48,33259.00,Active,2,2
10:4:25 - 27/11/2024,40.585,4.59,-29.15,-12.35,26.27,33387.00,Active,2,2
10:4:25 - 27/11/2024,40.666,5.32,-29.18,-12.53,25.24,33466.00,Active,2,2
10:4:25 - 27/11/2024,40.909,5.23,-29.18,-12.53,19.87,33666.00,Active,2,2
10:4:25 - 27/11/2024,40.948,5.23,-29.18,-12.53,19.87,33692.00,Active,2,2
10:4:25 - 27/11/2024,41.036,5.23,-29.18,-12.53,16.83,33750.00,Active,2,2
10:4:25 - 27/11/2024,41.111,5.23,-29.03,-13.23,16.83,33805.00,Active,3,3
10:4:25 - 27/11/2024,41.243,4.71,-28.95,-14.43,18.42,33918.00,Active,3,3
10:4:25 - 27/11/2024,41.357,4.73,-28.95,-14.43,21.64,34023.00,Active,3,3
10:4:25 - 27/11/2024,41.437,4.73,-28.83,-15.49,23.15,34099.00,Active,3,3
10:4:25 - 27/11/2024,41.565,5.01,-28.71,-15.89,24.21,34223.00,Active,3,3
10:4:25 - 27/11/2024,41.679,5.01,-28.35,-16.20,24.43,34338.00,Active,3,3
10:4:25 - 27/11/2024,41.762,5.01,-28.16,-16.41,25.25,34421.00,Active,3,3
10:4:25 - 27/11/2024,41.924,5.01,-28.16,-16.41,24.84,34580.00,Active,3,3
10:4:25 - 27/11/2024,42.007,5.01,-28.16,-16.41,23.59,34654.00,Active,3,3
10:4:25 - 27/11/2024,42.085,5.01,-28.11,-16.54,23.59,34723.00,Active,3,3
10:4:25 - 27/11/2024,42.213,4.88,-28.21,-16.50,21.76,34833.00,Active,3,3
10:4:25 - 27/11/2024,42.347,4.88,-28.31,-16.42,21.52,34939.00,Active,3,3
10:4:25 - 27/11/2024,42.409,4.88,-28.41,-16.26,19.62,34988.00,Active,3,3
10:4:25 - 27/11/2024,42.529,4.71,-28.54,-15.98,19.45,35080.00,Active,3,3
10:4:25 - 27/11/2024,42.658,4.60,-28.89,-15.13,19.66,35186.00,Active,3,3
10:4:25 - 27/11/2024,42.735,4.60,-28.89,-15.13,21.70,35255.00,Active,3,3
10:4:25 - 27/11/2024,42.947,4.90,-28.89,-15.13,22.99,35453.00,Active,3,3
10:4:25 - 27/11/2024,42.983,4.90,-29.06,-13.12,23.64,35486.00,Active,3,3
10:4:25 - 27/11/2024,43.099,4.97,-29.06,-13.12,23.77,35597.00,Active,3,3
10:4:25 - 27/11/2024,43.179,4.97,-29.15,-12.53,23.77,35677.00,Active,3,3
10:4:25 - 27/11/2024,43.304,5.01,-29.18,-12.61,24.84,35801.00,Active,3,3
10:4:25 - 27/11/2024,43.423,5.03,-29.18,-12.75,24.43,35913.00,Active,3,3
10:4:25 - 27/11/2024,43.506,5.03,-29.15,-12.90,23.60,35990.00,Active,3,3
10:4:25 - 27/11/2024,43.632,5.01,-29.12,-13.03,22.56,36097.00,Active,3,3
10:4:25 - 27/11/2024,43.749,5.01,-29.03,-13.32,20.90,36194.00,Active,3,3
10:4:25 - 27/11/2024,43.911,5.01,-29.03,-13.32,21.55,36340.00,Active,3,3
10:4:25 - 27/11/2024,43.958,4.80,-28.93,-14.51,22.78,36384.00,Active,3,3
10:4:25 - 27/11/2024,44.072,4.80,-28.86,-15.10,23.60,36493.00,Active,3,3
10:4:25 - 27/11/2024,44.192,4.80,-28.76,-15.59,23.81,36607.00,Active,3,3
10:4:25 - 27/11/2024,44.275,4.80,-28.46,-16.25,23.81,36685.00,Active,3,3
10:4:25 - 27/11/2024,44.397,4.99,-28.28,-16.44,23.40,36795.00,Active,3,3
10:4:25 - 27/11/2024,44.519,4.99,-28.28,-16.44,22.75,36901.00,Active,3,3
10:4:25 - 27/11/2024,44.606,4.85,-28.17,-16.55,21.76,36975.00,Active,3,3
10:4:25 - 27/11/2024,44.723,4.79,-28.26,-16.54,20.67,37068.00,Active,3,3
10:4:25 - 27/11/2024,44.881,4.79,-28.26,-16.54,19.95,37192.00,Active,3,3
10:4:25 - 27/11/2024,44.964,4.79,-28.26,-16.54,19.09,37255.00,Active,3,3
10:4:25 - 27/11/2024,45.045,4.64,-28.40,-16.36,19.45,37318.00,Active,3,3
10:4:25 - 27/11/2024,45.171,4.64,-28.51,-16.17,20.12,37421.00,Active,3,3
10:4:25 - 27/11/2024,45.249,4.64,-28.65,-15.87,20.12,37491.00,Active,3,3
10:4:25 - 27/11/2024,45.372,4.74,-28.78,-15.45,22.35,37607.00,Active,3,3
10:4:25 - 27/11/2024,45.493,4.86,-28.88,-14.85,23.81,37728.00,Active,3,3
10:4:25 - 27/11/2024,45.621,5.07,-28.96,-14.06,25.25,37862.00,Active,3,3
10:4:25 - 27/11/2024,45.696,5.07,-29.08,-13.22,26.07,37939.00,Active,3,3
10:4:25 - 27/11/2024,45.910,5.24,-29.08,-13.22,23.81,38144.00,Active,3,3
10:4:25 - 27/11/2024,45.944,5.24,-29.08,-13.22,23.81,38174.00,Active,3,3
10:4:25 - 27/11/2024,46.021,5.24,-29.18,-12.73,22.56,38241.00,Active,3,3
10:4:25 - 27/11/2024,46.140,5.24,-29.15,-12.87,20.73,38338.00,Active,3,3
10:4:25 - 27/11/2024,46.264,5.24,-29.12,-12.99,20.12,38437.00,Active,3,3
10:4:25 - 27/11/2024,46.342,5.24,-29.08,-13.17,20.12,38497.00,Active,3,3
10:4:25 - 27/11/2024,46.468,5.24,-29.04,-13.60,19.09,38596.00,Active,3,3
10:4:25 - 27/11/2024,46.588,4.84,-29.00,-14.23,20.07,38702.00,Active,3,3
10:4:25 - 27/11/2024,46.684,4.82,-28.95,-14.84,21.96,38790.00,Active,3,3
10:4:25 - 27/11/2024,46.873,4.82,-28.80,-15.37,25.46,38979.00,Active,3,3
10:4:25 - 27/11/2024,46.912,4.82,-28.80,-15.37,25.46,39019.00,Active,3,3
10:4:25 - 27/11/2024,47.039,5.08,-28.52,-16.15,25.25,39147.00,Active,3,3
10:4:25 - 27/11/2024,47.113,5.08,-28.35,-16.40,25.25,39221.00,Active,3,3
10:4:25 - 27/11/2024,47.237,5.08,-28.24,-16.56,24.01,39337.00,Active,3,3
10:4:25 - 27/11/2024,47.356,5.02,-28.25,-16.61,22.58,39445.00,Active,3,3
10:4:25 - 27/11/2024,47.452,5.02,-28.29,-16.59,22.58,39527.00,Active,3,3
10:4:25 - 27/11/2024,47.560,5.02,-28.29,-16.59,21.72,39617.00,Active,3,3
10:4:25 - 27/11/2024,47.692,4.84,-28.38,-16.49,20.51,39719.00,Active,3,3
10:4:25 - 27/11/2024,47.883,4.84,-28.45,-16.33,18.78,39867.00,Active,3,3
10:4:25 - 27/11/2024,47.928,4.84,-28.45,-16.33,18.78,39904.00,Active,3,3
10:4:25 - 27/11/2024,48.007,4.55,-28.86,-15.29,20.70,39972.00,Active,3,3
10:4:25 - 27/11/2024,48.126,4.55,-28.86,-15.29,21.96,40081.00,Active,3,3
10:4:25 - 27/11/2024,48.209,4.55,-29.00,-13.97,23.60,40160.00,Active,3,3
10:4:25 - 27/11/2024,48.337,4.89,-29.06,-13.22,23.81,40284.00,Active,3,3
10:4:25 - 27/11/2024,48.453,5.00,-29.11,-12.73,24.63,40398.00,Active,3,3
10:4:25 - 27/11/2024,48.533,5.00,-29.15,-12.61,24.63,40477.00,Active,3,3
10:4:25 - 27/11/2024,48.634,5.00,-29.18,-12.69,25.04,40588.00,Active,3,3
10:4:25 - 27/11/2024,48.776,5.00,-29.18,-12.84,24.42,40715.00,Active,3,3
10:4:25 - 27/11/2024,48.940,5.00,-29.18,-12.84,23.60,40869.00,Active,3,3
10:4:25 - 27/11/2024,48.980,5.00,-29.11,-13.07,23.60,40903.00,Active,3,3
10:4:25 - 27/11/2024,49.106,4.99,-29.06,-13.29,21.35,41012.00,Active,3,3
10:4:25 - 27/11/2024,49.183,4.99,-29.01,-13.88,21.96,41079.00,Active,3,3
10:4:25 - 27/11/2024,49.305,4.99,-28.91,-15.15,22.37,41189.00,Active,3,3
10:4:25 - 27/11/2024,49.429,4.85,-28.91,-15.15,23.41,41304.00,Active,3,3
10:4:25 - 27/11/2024,49.514,4.88,-28.73,-15.97,23.41,41382.00,Active,3,3
10:4:25 - 27/11/2024,49.631,4.91,-28.58,-16.25,23.15,41492.00,Active,3,3
10:4:25 - 27/11/2024,49.757,4.92,-28.40,-16.45,23.60,41614.00,Active,3,3
10:4:25 - 27/11/2024,49.910,4.94,-28.40,-16.45,24.22,41762.00,Active,3,3
10:4:25 - 27/11/2024,49.958,4.94,-28.17,-16.56,24.22,41810.00,Active,3,3
10:4:25 - 27/11/2024,50.084,5.00,-28.17,-16.53,25.04,41934.00,Active,3,3
10:4:25 - 27/11/2024,50.198,5.00,-28.20,-16.49,24.01,42035.00,Active,3,3
10:4:25 - 27/11/2024,50.278,5.00,-28.30,-16.39,20.73,42099.00,Active,3,3
10:4:25 - 27/11/2024,50.409,4.84,-28.47,-16.19,19.48,42201.00,Active,3,3
10:4:25 - 27/11/2024,50.523,4.84,-28.65,-15.88,20.80,42298.00,Active,3,3
10:4:25 - 27/11/2024,50.644,4.84,-28.79,-15.47,23.40,42415.00,Active,3,3
10:4:25 - 27/11/2024,50.724,4.84,-28.88,-14.92,23.40,42496.00,Active,3,3
10:4:25 - 27/11/2024,50.886,4.90,-28.88,-14.92,26.27,42667.00,Active,3,3
10:4:25 - 27/11/2024,50.966,4.90,-28.88,-14.92,26.27,42751.00,Active,3,3
10:4:25 - 27/11/2024,51.055,5.22,-29.18,-12.47,26.70,42846.00,Active,3,3
10:4:25 - 27/11/2024,51.173,5.25,-29.20,-12.55,26.48,42969.00,Active,3,3
10:4:25 - 27/11/2024,51.293,5.25,-29.19,-12.72,25.66,43088.00,Active,3,3
10:4:25 - 27/11/2024,51.380,5.24,-29.16,-12.95,24.43,43173.00,Active,3,3
10:4:25 - 27/11/2024,51.495,5.18,-29.12,-13.20,24.21,43282.00,Active,3,3
10:4:25 - 27/11/2024,51.617,5.18,-29.08,-13.50,22.37,43391.00,Active,3,3
10:4:25 - 27/11/2024,51.709,5.02,-29.03,-14.00,22.37,43476.00,Active,3,3
10:4:25 - 27/11/2024,51.862,5.02,-29.03,-14.00,24.61,43625.00,Active,3,3
10:4:25 - 27/11/2024,51.943,5.02,-28.84,-15.25,24.61,43704.00,Active,3,3
10:4:25 - 27/11/2024,52.023,5.02,-28.73,-15.73,24.63,43785.00,Active,3,3
10:4:25 - 27/11/2024,52.153,5.05,-28.57,-16.10,25.66,43919.00,Active,3,3
10:4:25 - 27/11/2024,52.265,5.05,-28.40,-16.37,25.46,44027.00,Active,3,3
10:4:25 - 27/11/2024,52.386,5.16,-28.27,-16.55,23.19,44136.00,Active,3,3
10:4:25 - 27/11/2024,52.463,5.16,-28.23,-16.59,21.96,44204.00,Active,3,3
10:4:25 - 27/11/2024,52.592,5.16,-28.28,-16.56,22.14,44317.00,Active,3,3
10:4:25 - 27/11/2024,52.710,5.16,-28.28,-16.56,22.37,44423.00,Active,3,3
10:4:25 - 27/11/2024,52.877,4.85,-28.28,-16.56,22.04,44566.00,Active,3,3
10:4:25 - 27/11/2024,52.913,4.85,-28.28,-16.56,22.04,44596.00,Active,3,3
10:4:25 - 27/11/2024,53.036,4.85,-28.76,-15.77,20.80,44699.00,Active,3,3
