date,t,Tau_Motor,Tau_1,Tau_2,vel,encoder_count,mode,level,turn
10:4:25 - 27/11/2024,79.439,5.02,-28.47,-16.34,25.86,68007.00,Active,4,4
10:4:25 - 27/11/2024,79.566,5.16,-28.27,-16.45,25.04,68125.00,Active,4,4
10:4:25 - 27/11/2024,79.682,5.16,-28.26,-16.48,22.99,68225.00,Active,4,4
10:4:25 - 27/11/2024,79.847,5.16,-28.26,-16.48,20.07,68355.00,Active,4,4
10:4:25 - 27/11/2024,79.893,4.80,-28.42,-16.37,20.07,68388.00,Active,4,4
10:4:25 - 27/11/2024,80.014,4.74,-28.51,-16.24,17.86,68475.00,Active,4,4
10:4:25 - 27/11/2024,80.133,4.74,-28.62,-16.07,19.29,68578.00,Active,4,4
10:4:25 - 27/11/2024,80.222,4.51,-28.71,-15.81,22.78,68661.00,Active,4,4
10:4:25 - 27/11/2024,80.335,4.51,-28.79,-15.41,22.99,68764.00,Active,4,4
10:4:25 - 27/11/2024,80.453,4.51,-28.87,-14.78,21.11,68861.00,Active,4,4
10:4:25 - 27/11/2024,80.534,4.51,-28.99,-14.05,21.11,68923.00,Active,4,4
10:4:25 - 27/11/2024,80.665,4.51,-29.03,-13.38,19.45,69033.00,Active,4,4
10:4:25 - 27/11/2024,80.826,4.79,-29.03,-13.38,25.46,69197.00,Active,4,4
10:4:25 - 27/11/2024,80.903,5.03,-29.03,-13.38,25.46,69279.00,Active,4,4
10:4:25 - 27/11/2024,80.983,5.03,-29.13,-12.74,26.89,69367.00,Active,4,4
10:4:25 - 27/11/2024,81.102,5.03,-29.13,-12.82,26.89,69494.00,Active,4,4
10:4:25 - 27/11/2024,81.235,5.58,-29.11,-12.91,26.90,69632.00,Active,4,4
10:4:25 - 27/11/2024,81.306,5.58,-29.08,-13.06,24.84,69700.00,Active,4,4
10:4:25 - 27/11/2024,81.428,5.58,-29.03,-13.44,24.42,69820.00,Active,4,4
10:4:25 - 27/11/2024,81.550,5.32,-28.94,-14.74,25.86,69947.00,Active,4,4
10:4:25 - 27/11/2024,81.633,5.17,-28.80,-15.29,25.86,70034.00,Active,4,4
10:4:25 - 27/11/2024,81.832,5.26,-28.66,-15.77,26.89,70248.00,Active,4,4
10:4:25 - 27/11/2024,81.873,5.26,-28.66,-15.77,26.89,70293.00,Active,4,4
10:4:25 - 27/11/2024,81.969,5.25,-28.25,-16.38,27.32,70397.00,Active,4,4
10:4:25 - 27/11/2024,82.079,5.25,-28.14,-16.51,27.09,70513.00,Active,4,4
10:4:25 - 27/11/2024,82.201,5.25,-28.16,-16.53,25.46,70634.00,Active,4,4
10:4:25 - 27/11/2024,82.278,5.13,-28.21,-16.51,24.63,70709.00,Active,4,4
10:4:25 - 27/11/2024,82.400,5.13,-28.25,-16.47,23.40,70821.00,Active,5,5
10:4:25 - 27/11/2024,82.540,4.98,-28.29,-16.37,21.76,70946.00,Active,5,5
10:4:25 - 27/11/2024,82.660,4.87,-28.50,-16.15,23.94,71062.00,Active,5,5
10:4:25 - 27/11/2024,82.805,4.87,-28.67,-15.82,23.87,71198.00,Active,5,5
10:4:25 - 27/11/2024,82.889,4.87,-28.67,-15.82,22.78,71274.00,Active,5,5
10:4:25 - 27/11/2024,82.968,5.36,-28.88,-14.67,22.78,71349.00,Active,5,5
10:4:25 - 27/11/2024,83.048,5.36,-28.95,-13.85,24.01,71427.00,Active,5,5
10:4:25 - 27/11/2024,83.151,5.36,-29.06,-12.70,24.22,71540.00,Active,5,5
10:4:25 - 27/11/2024,83.293,5.59,-29.11,-12.65,24.64,71666.00,Active,5,5
10:4:25 - 27/11/2024,83.375,5.59,-29.14,-12.74,23.78,71742.00,Active,5,5
10:4:25 - 27/11/2024,83.496,5.59,-29.14,-12.84,23.19,71855.00,Active,5,5
10:4:25 - 27/11/2024,83.623,5.70,-29.14,-12.84,22.37,71969.00,Active,5,5
10:4:25 - 27/11/2024,83.700,5.70,-29.05,-13.04,22.37,72040.00,Active,5,5
10:4:25 - 27/11/2024,83.862,5.70,-29.05,-13.04,20.90,72174.00,Active,5,5
10:4:25 - 27/11/2024,83.945,5.70,-28.96,-13.95,20.90,72239.00,Active,5,5
10:4:25 - 27/11/2024,84.026,5.70,-28.91,-14.58,19.50,72309.00,Active,5,5
10:4:25 - 27/11/2024,84.146,5.70,-28.85,-15.07,22.14,72416.00,Active,5,5
10:4:25 - 27/11/2024,84.273,4.92,-28.75,-15.50,22.17,72528.00,Active,5,5
10:4:25 - 27/11/2024,84.390,4.92,-28.55,-15.89,21.76,72627.00,Active,5,5
10:4:25 - 27/11/2024,84.475,4.92,-28.22,-16.16,20.73,72695.00,Active,5,5
10:4:25 - 27/11/2024,84.592,5.05,-27.93,-16.48,17.86,72775.00,Active,5,5
10:4:25 - 27/11/2024,84.715,5.05,-27.93,-16.48,14.40,72842.00,Active,5,5
10:4:25 - 27/11/2024,84.882,4.26,-27.93,-16.48,13.14,72930.00,Active,5,5
10:4:25 - 27/11/2024,84.927,4.12,-28.21,-16.52,13.14,72952.00,Active,5,5
10:4:25 - 27/11/2024,85.039,4.12,-28.26,-16.52,12.82,73010.00,Active,5,5
10:4:25 - 27/11/2024,85.159,4.12,-28.29,-16.50,12.84,73087.00,Active,5,5
10:4:25 - 27/11/2024,85.243,4.12,-28.30,-16.48,16.83,73160.00,Active,5,5
10:4:25 - 27/11/2024,85.360,4.25,-28.34,-16.43,23.40,73281.00,Active,5,5
10:4:25 - 27/11/2024,85.484,4.25,-28.42,-16.32,26.50,73400.00,Active,5,5
10:4:25 - 27/11/2024,85.573,5.38,-28.55,-16.02,20.94,73466.00,Active,5,5
10:4:25 - 27/11/2024,85.685,5.64,-28.81,-15.47,21.35,73568.00,Active,5,5
10:4:25 - 27/11/2024,85.850,5.64,-28.81,-15.47,26.07,73741.00,Active,5,5
10:4:25 - 27/11/2024,85.890,5.64,-28.94,-14.12,26.07,73780.00,Active,5,5
10:4:25 - 27/11/2024,86.017,5.46,-29.01,-13.30,25.04,73901.00,Active,5,5
10:4:25 - 27/11/2024,86.131,5.46,-29.07,-12.66,23.40,74009.00,Active,5,5
10:4:25 - 27/11/2024,86.213,5.46,-29.13,-12.58,24.42,74089.00,Active,5,5
10:4:25 - 27/11/2024,86.340,5.97,-29.14,-12.70,24.01,74206.00,Active,5,5
10:4:25 - 27/11/2024,86.458,5.97,-29.11,-12.83,22.17,74308.00,Active,5,5
10:4:25 - 27/11/2024,86.539,5.97,-29.07,-12.97,21.96,74381.00,Active,5,5
10:4:25 - 27/11/2024,86.676,5.72,-29.00,-13.20,22.37,74502.00,Active,5,5
10:4:25 - 27/11/2024,86.822,5.48,-29.00,-13.20,20.94,74620.00,Active,5,5
10:4:25 - 27/11/2024,86.904,5.15,-29.00,-13.20,20.32,74690.00,Active,5,5
10:4:25 - 27/11/2024,86.983,5.09,-28.83,-14.92,20.32,74762.00,Active,5,5
10:4:25 - 27/11/2024,87.106,5.00,-28.75,-15.42,22.97,74875.00,Active,5,5
10:4:25 - 27/11/2024,87.229,5.00,-28.63,-15.83,22.77,74991.00,Active,5,5
10:4:25 - 27/11/2024,87.312,5.00,-28.48,-16.15,23.60,75064.00,Active,5,5
10:4:25 - 27/11/2024,87.437,5.45,-28.33,-16.40,22.37,75177.00,Active,5,5
10:4:25 - 27/11/2024,87.552,5.45,-28.21,-16.58,22.37,75281.00,Active,5,5
10:4:25 - 27/11/2024,87.644,5.39,-28.17,-16.67,22.77,75363.00,Active,5,5
10:4:25 - 27/11/2024,87.836,5.39,-28.20,-16.67,21.96,75526.00,Active,5,5
10:4:25 - 27/11/2024,87.881,5.20,-28.20,-16.67,20.12,75559.00,Active,5,5
10:4:25 - 27/11/2024,88.001,5.20,-28.39,-16.58,18.21,75645.00,Active,5,5
10:4:25 - 27/11/2024,88.090,4.86,-28.56,-16.27,18.21,75712.00,Active,5,5
10:4:25 - 27/11/2024,88.202,4.61,-28.68,-16.02,18.83,75810.00,Active,5,5
10:4:25 - 27/11/2024,88.262,4.61,-28.78,-15.68,22.28,75878.00,Active,5,5
10:4:25 - 27/11/2024,88.411,4.89,-28.85,-15.16,23.60,76005.00,Active,5,5
10:4:25 - 27/11/2024,88.527,4.89,-28.91,-14.38,22.37,76108.00,Active,5,5
10:4:25 - 27/11/2024,88.648,4.89,-28.97,-13.50,22.99,76224.00,Active,5,5
10:4:25 - 27/11/2024,88.812,5.46,-29.06,-12.85,24.84,76391.00,Active,5,5
10:4:25 - 27/11/2024,88.901,5.64,-29.06,-12.85,25.87,76481.00,Active,5,5
10:4:25 - 27/11/2024,88.974,5.64,-29.13,-12.67,24.63,76548.00,Active,5,5
10:4:25 - 27/11/2024,89.052,5.64,-29.13,-12.80,24.63,76619.00,Active,5,5
10:4:25 - 27/11/2024,89.176,5.64,-29.10,-13.00,22.37,76731.00,Active,5,5
10:4:25 - 27/11/2024,89.296,5.64,-29.07,-13.27,22.58,76834.00,Active,5,5
10:4:25 - 27/11/2024,89.419,5.64,-29.03,-13.56,21.35,76932.00,Active,5,5
10:4:25 - 27/11/2024,89.499,5.64,-28.94,-14.48,19.91,77001.00,Active,5,5
10:4:25 - 27/11/2024,89.625,4.93,-28.90,-14.98,22.35,77120.00,Active,5,5
10:4:25 - 27/11/2024,89.826,4.93,-28.90,-14.98,22.78,77306.00,Active,5,5
10:4:25 - 27/11/2024,89.864,4.93,-28.90,-14.98,22.78,77342.00,Active,5,5
10:4:25 - 27/11/2024,89.947,4.93,-28.48,-16.16,24.22,77425.00,Active,5,5
10:4:25 - 27/11/2024,90.065,4.93,-28.32,-16.40,24.43,77541.00,Active,5,5
10:4:25 - 27/11/2024,90.149,4.93,-28.21,-16.60,24.43,77618.00,Active,5,5
10:4:25 - 27/11/2024,90.269,4.93,-28.16,-16.70,22.78,77717.00,Active,5,5
10:4:25 - 27/11/2024,90.393,4.93,-28.21,-16.69,20.32,77815.00,Active,5,5
10:4:25 - 27/11/2024,90.512,4.93,-28.29,-16.66,20.45,77913.00,Active,5,5
10:4:25 - 27/11/2024,90.596,4.93,-28.35,-16.61,20.53,77981.00,Active,5,5
10:4:25 - 27/11/2024,90.726,4.75,-28.39,-16.52,19.91,78082.00,Active,5,5
10:4:25 - 27/11/2024,90.888,4.75,-28.39,-16.52,19.29,78214.00,Active,5,5
10:4:25 - 27/11/2024,90.959,4.75,-28.39,-16.52,20.80,78276.00,Active,5,5
10:4:25 - 27/11/2024,91.055,4.69,-28.77,-15.75,21.91,78362.00,Active,5,5
10:4:25 - 27/11/2024,91.163,4.69,-28.84,-15.26,23.39,78463.00,Active,5,5
10:4:25 - 27/11/2024,91.246,4.69,-28.96,-13.86,23.39,78542.00,Active,5,5
10:4:25 - 27/11/2024,91.366,4.69,-29.01,-13.16,24.01,78660.00,Active,5,5
10:4:25 - 27/11/2024,91.486,5.18,-29.06,-12.79,24.63,78777.00,Active,5,5
10:4:25 - 27/11/2024,91.569,5.54,-29.10,-12.79,24.43,78858.00,Active,5,5
10:4:25 - 27/11/2024,91.692,5.99,-29.13,-12.90,24.02,78975.00,Active,5,5
10:4:25 - 27/11/2024,91.810,6.11,-29.13,-12.90,23.19,79082.00,Active,5,5
10:4:25 - 27/11/2024,91.895,6.11,-29.05,-13.27,22.56,79155.00,Active,5,5
10:4:25 - 27/11/2024,92.014,5.94,-29.01,-13.53,19.87,79248.00,Active,5,5
10:4:25 - 27/11/2024,92.139,5.80,-28.97,-13.90,19.91,79352.00,Active,5,5
10:4:25 - 27/11/2024,92.258,5.32,-28.93,-14.35,23.81,79467.00,Active,5,5
10:4:25 - 27/11/2024,92.339,5.32,-28.89,-14.83,23.81,79542.00,Active,5,5
10:4:25 - 27/11/2024,92.463,5.20,-28.83,-15.32,23.60,79658.00,Active,5,5
10:4:25 - 27/11/2024,92.582,5.30,-28.73,-15.77,23.39,79769.00,Active,5,5
10:4:25 - 27/11/2024,92.661,5.30,-28.59,-16.11,23.40,79843.00,Active,5,5
10:4:25 - 27/11/2024,92.825,5.53,-28.59,-16.11,23.19,79992.00,Active,5,5
10:4:25 - 27/11/2024,92.907,5.53,-28.08,-16.73,22.35,80062.00,Active,5,5
10:4:25 - 27/11/2024,92.987,5.53,-28.10,-16.74,21.96,80133.00,Active,5,5
10:4:25 - 27/11/2024,93.110,5.53,-28.13,-16.70,22.78,80246.00,Active,5,5
10:4:25 - 27/11/2024,93.231,5.53,-28.19,-16.64,22.14,80350.00,Active,5,5
10:4:25 - 27/11/2024,93.353,5.53,-28.29,-16.51,19.50,80444.00,Active,5,5
10:4:25 - 27/11/2024,93.438,5.10,-28.44,-16.30,19.50,80512.00,Active,5,5
10:4:25 - 27/11/2024,93.560,4.94,-28.60,-16.04,19.91,80625.00,Active,5,5
10:4:25 - 27/11/2024,93.677,4.94,-28.72,-15.69,23.40,80740.00,Active,5,5
10:4:25 - 27/11/2024,93.838,5.01,-28.72,-15.69,23.60,80892.00,Active,5,5
10:4:25 - 27/11/2024,93.882,5.01,-28.89,-14.38,23.60,80935.00,Active,5,5
10:4:25 - 27/11/2024,94.002,5.01,-29.01,-13.56,24.01,81052.00,Active,5,5
10:4:25 - 27/11/2024,94.094,5.87,-29.06,-12.99,25.04,81145.00,Active,5,5
10:4:25 - 27/11/2024,94.204,5.87,-29.10,-12.84,24.22,81250.00,Active,5,5
10:4:25 - 27/11/2024,94.326,5.87,-29.13,-12.92,22.78,81360.00,Active,5,5
10:4:25 - 27/11/2024,94.414,5.94,-29.10,-13.25,22.78,81438.00,Active,5,5
10:4:25 - 27/11/2024,94.528,5.80,-29.07,-13.49,22.17,81542.00,Active,5,5
10:4:25 - 27/11/2024,94.649,5.80,-29.03,-13.78,23.18,81653.00,Active,5,5
10:4:25 - 27/11/2024,94.814,5.24,-29.03,-13.78,20.97,81792.00,Active,5,5
10:4:25 - 27/11/2024,94.896,5.24,-29.03,-13.78,20.97,81869.00,Active,5,5
10:4:25 - 27/11/2024,94.976,5.35,-28.81,-15.14,23.18,81945.00,Active,5,5
10:4:25 - 27/11/2024,95.096,5.35,-28.71,-15.55,23.19,82059.00,Active,5,5
10:4:25 - 27/11/2024,95.178,5.14,-28.56,-15.93,24.22,82139.00,Active,5,5
10:4:25 - 27/11/2024,95.298,5.14,-28.37,-16.23,24.02,82253.00,Active,5,5
10:4:25 - 27/11/2024,95.422,5.14,-28.21,-16.47,23.79,82369.00,Active,5,5
10:4:25 - 27/11/2024,95.506,5.69,-28.10,-16.64,23.79,82442.00,Active,5,5
10:4:25 - 27/11/2024,95.624,5.69,-28.09,-16.68,22.17,82542.00,Active,5,5
10:4:25 - 27/11/2024,95.787,5.27,-28.16,-16.66,19.29,82669.00,Active,5,5
10:4:25 - 27/11/2024,95.865,5.27,-28.16,-16.66,19.29,82731.00,Active,5,5
10:4:25 - 27/11/2024,95.944,5.27,-28.43,-16.44,19.91,82796.00,Active,5,5
10:4:25 - 27/11/2024,96.074,4.65,-28.43,-16.44,21.81,82918.00,Active,5,5
10:4:25 - 27/11/2024,96.192,4.65,-28.66,-15.93,24.62,83033.00,Active,5,5
10:4:25 - 27/11/2024,96.277,4.65,-28.78,-15.45,23.19,83107.00,Active,5,5
10:4:25 - 27/11/2024,96.395,4.65,-28.87,-14.76,21.96,83211.00,Active,5,5
10:4:25 - 27/11/2024,96.520,5.57,-28.93,-13.96,24.24,83335.00,Active,5,5
10:4:25 - 27/11/2024,96.599,5.57,-28.99,-13.26,24.24,83415.00,Active,5,5
10:4:25 - 27/11/2024,96.806,5.69,-29.04,-12.85,24.21,83614.00,Active,5,5
10:4:25 - 27/11/2024,96.846,5.69,-29.04,-12.85,24.21,83649.00,Active,5,5
10:4:25 - 27/11/2024,96.920,5.69,-29.12,-12.86,22.78,83715.00,Active,5,5
10:4:25 - 27/11/2024,97.042,5.69,-29.12,-12.97,22.77,83827.00,Active,5,5
10:4:25 - 27/11/2024,97.169,5.71,-29.09,-13.07,23.60,83949.00,Active,5,5
10:4:25 - 27/11/2024,97.262,5.46,-29.06,-13.16,23.40,84030.00,Active,5,5
10:4:25 - 27/11/2024,97.367,5.39,-29.02,-13.42,20.53,84116.00,Active,5,5
10:4:25 - 27/11/2024,97.489,5.39,-28.97,-14.00,22.97,84233.00,Active,5,5
10:4:25 - 27/11/2024,97.612,5.38,-28.92,-14.63,25.86,84359.00,Active,5,5
10:4:25 - 27/11/2024,97.692,5.38,-28.80,-15.63,25.86,84433.00,Active,5,5
10:4:25 - 27/11/2024,97.861,5.44,-28.80,-15.63,22.77,84585.00,Active,5,5
10:4:25 - 27/11/2024,97.937,5.70,-28.80,-15.63,22.77,84654.00,Active,5,5
10:4:25 - 27/11/2024,98.016,5.70,-28.44,-16.53,22.99,84731.00,Active,5,5
10:4:25 - 27/11/2024,98.139,5.70,-28.37,-16.67,24.43,84850.00,Active,5,5
10:4:25 - 27/11/2024,98.258,5.35,-28.32,-16.71,23.22,84955.00,Active,5,5
10:4:25 - 27/11/2024,98.342,5.35,-28.32,-16.67,20.83,85021.00,Active,5,5
10:4:25 - 27/11/2024,98.464,5.35,-28.34,-16.61,19.70,85119.00,Active,5,5
10:4:25 - 27/11/2024,98.596,5.46,-28.37,-16.51,20.52,85228.00,Active,5,5
10:4:25 - 27/11/2024,98.668,5.46,-28.43,-16.37,20.52,85290.00,Active,5,5
10:4:25 - 27/11/2024,98.831,5.46,-28.43,-16.37,23.40,85442.00,Active,5,5
10:4:25 - 27/11/2024,98.911,4.84,-28.43,-16.37,23.40,85514.00,Active,5,5
10:4:25 - 27/11/2024,99.031,4.84,-28.86,-15.37,22.97,85625.00,Active,5,5
10:4:25 - 27/11/2024,99.121,5.31,-28.93,-14.65,22.78,85711.00,Active,5,5
10:4:25 - 27/11/2024,99.234,5.52,-29.04,-13.14,25.04,85830.00,Active,5,5
10:4:25 - 27/11/2024,99.355,5.52,-29.04,-13.14,26.27,85955.00,Active,5,5
10:4:25 - 27/11/2024,99.437,5.66,-29.13,-12.78,24.63,86032.00,Active,5,5
10:4:25 - 27/11/2024,99.562,5.91,-29.14,-12.89,23.02,86144.00,Active,5,5
10:4:25 - 27/11/2024,99.678,5.91,-29.12,-13.02,23.15,86253.00,Active,5,5
10:4:25 - 27/11/2024,99.850,5.82,-29.12,-13.02,23.60,86413.00,Active,5,5
10:4:25 - 27/11/2024,99.885,5.57,-29.06,-13.19,23.60,86443.00,Active,5,5
10:4:25 - 27/11/2024,100.004,5.57,-29.02,-13.48,21.96,86549.00,Active,5,5
10:4:25 - 27/11/2024,100.129,5.52,-28.92,-14.14,22.58,86680.00,Active,5,5
10:4:25 - 27/11/2024,100.210,5.52,-28.86,-14.85,26.89,86765.00,Active,5,5
10:4:25 - 27/11/2024,100.329,5.48,-28.76,-15.43,25.88,86882.00,Active,5,5
10:4:25 - 27/11/2024,100.449,5.48,-28.62,-15.92,23.40,86991.00,Active,5,5
10:4:25 - 27/11/2024,100.542,6.04,-28.45,-16.27,22.58,87074.00,Active,5,5
10:4:25 - 27/11/2024,100.653,6.04,-28.30,-16.51,22.17,87173.00,Active,5,5
10:4:25 - 27/11/2024,100.816,6.04,-28.30,-16.51,21.76,87313.00,Active,5,5
10:4:25 - 27/11/2024,100.854,6.04,-28.25,-16.70,21.76,87344.00,Active,5,5
10:4:25 - 27/11/2024,100.976,5.19,-28.31,-16.66,20.73,87445.00,Active,5,5
10:4:25 - 27/11/2024,101.106,5.19,-28.33,-16.59,20.70,87546.00,Active,5,5
10:4:25 - 27/11/2024,101.182,5.19,-28.38,-16.46,19.45,87600.00,Active,5,5
10:4:25 - 27/11/2024,101.304,5.19,-28.49,-16.27,17.65,87686.00,Active,5,5
10:4:25 - 27/11/2024,101.423,5.19,-28.62,-16.03,18.06,87776.00,Active,5,5
10:4:25 - 27/11/2024,101.506,5.19,-28.72,-15.70,19.50,87842.00,Active,5,5
10:4:25 - 27/11/2024,101.627,5.19,-28.81,-15.27,20.32,87942.00,Active,5,5
10:4:25 - 27/11/2024,101.790,5.19,-28.81,-15.27,22.14,88086.00,Active,5,5
10:4:25 - 27/11/2024,101.876,4.82,-28.81,-15.27,22.77,88165.00,Active,5,5
10:4:25 - 27/11/2024,101.952,4.82,-28.99,-13.37,22.77,88234.00,Active,5,5
10:4:25 - 27/11/2024,102.076,4.82,-29.04,-12.92,22.78,88349.00,Active,5,5
10:4:25 - 27/11/2024,102.193,4.82,-29.12,-12.81,23.19,88457.00,Active,5,5
10:4:25 - 27/11/2024,102.280,5.36,-29.12,-13.05,22.99,88537.00,Active,5,5
10:4:25 - 27/11/2024,102.397,5.38,-29.09,-13.23,23.60,88649.00,Active,5,5
10:4:25 - 27/11/2024,102.520,5.38,-29.05,-13.44,22.97,88755.00,Active,5,5
10:4:25 - 27/11/2024,102.599,5.38,-29.01,-13.68,19.91,88813.00,Active,5,5
10:4:25 - 27/11/2024,102.804,5.38,-28.97,-14.02,18.21,88977.00,Active,5,5
10:4:25 - 27/11/2024,102.847,5.06,-28.97,-14.02,22.17,89019.00,Active,5,5
10:4:25 - 27/11/2024,102.934,4.82,-28.89,-14.90,22.17,89102.00,Active,5,5
10:4:25 - 27/11/2024,103.048,4.82,-28.83,-15.39,24.03,89203.00,Active,5,5
10:4:25 - 27/11/2024,103.169,4.82,-28.62,-15.82,21.91,89315.00,Active,5,5
10:4:25 - 27/11/2024,103.289,5.56,-28.47,-16.15,23.39,89425.00,Active,5,5
10:4:25 - 27/11/2024,103.371,5.56,-28.31,-16.40,22.78,89499.00,Active,5,5
10:4:25 - 27/11/2024,103.493,5.56,-28.21,-16.61,21.96,89601.00,Active,5,5
10:4:25 - 27/11/2024,103.611,5.56,-28.19,-16.72,20.49,89695.00,Active,5,5
10:4:25 - 27/11/2024,103.820,5.56,-28.21,-16.72,20.28,89864.00,Active,5,5
10:4:25 - 27/11/2024,103.856,5.56,-28.21,-16.72,20.28,89894.00,Active,5,5
10:4:25 - 27/11/2024,103.949,4.79,-28.21,-16.72,20.23,89968.00,Active,5,5
10:4:25 - 27/11/2024,104.018,4.79,-28.45,-16.40,20.23,90024.00,Active,5,5
10:4:25 - 27/11/2024,104.142,4.79,-28.58,-16.19,19.95,90122.00,Active,5,5
10:4:25 - 27/11/2024,104.264,4.79,-28.69,-15.90,19.91,90219.00,Active,5,5
10:4:25 - 27/11/2024,104.385,4.79,-28.79,-15.50,19.70,90316.00,Active,5,5
10:4:25 - 27/11/2024,104.467,4.79,-28.86,-14.97,20.49,90386.00,Active,5,5
10:4:25 - 27/11/2024,104.590,4.79,-28.91,-14.31,22.14,90497.00,Active,5,5
10:4:25 - 27/11/2024,104.674,4.75,-28.97,-13.59,22.78,90575.00,Active,4,6
10:4:25 - 27/11/2024,104.870,5.10,-28.97,-13.59,23.19,90751.00,Active,4,6
10:4:25 - 27/11/2024,104.891,5.10,-29.06,-12.77,21.55,90779.00,Active,4,6
10:4:25 - 27/11/2024,105.038,5.32,-29.10,-12.81,19.56,90883.00,Active,4,6
10:4:25 - 27/11/2024,105.116,5.32,-29.12,-12.93,19.56,90942.00,Active,4,6
10:4:25 - 27/11/2024,105.235,5.32,-29.10,-13.07,19.00,91034.00,Active,4,6
10:4:25 - 27/11/2024,105.357,5.75,-29.07,-13.20,19.62,91125.00,Active,4,6
10:4:25 - 27/11/2024,105.480,5.75,-29.04,-13.31,18.68,91217.00,Active,4,6
10:4:25 - 27/11/2024,105.565,5.38,-28.98,-13.85,18.68,91282.00,Active,4,6
10:4:25 - 27/11/2024,105.682,5.38,-28.98,-13.85,19.91,91381.00,Active,4,6
